0
क्ष
क्ष किरण
क्ष रश्मिचिकित्सकीय
क्ष रा्मिचिकित्सा शास्त्र
क्ष विकिरण
क्षएत्रीय अवयव
क्षक – चिहन् कार्सीनोमा
क्षण
क्षण का उत्साहन
क्षण का काम
क्षण का लाखवां भाग
क्षण क्षण में बदलने वाला
क्षण चित्र
क्षण दीप
क्षण द्युति
क्षण निरीक्षण
क्षण निःश्वास
क्षण प्रभा
क्षण भंग
क्षण भंगुर
क्षण भंगुरता से
क्षण भर को
क्षण मूल्य
क्षण में प्रसारित करना
क्षण व्यवस्थ
क्षण स्थायी
क्षणइक धारा
क्षणचित्र
क्षणचित्र आवरण
क्षणचित्र ग्लास
क्षणजीवी
क्षणज्योति
क्षणतु
क्षणद
क्षणदा
क्षणदाकर
क्षणदीप
"क्षणदीप्त  उपकरण"
क्षणदीप्त उपकरण
क्षणदीप्‍त रंग
क्षणदीप्‍त स्मृति
क्षणदीप्ति
क्षणदीप्ति आकृति
क्षणदीप्ति आर्क
क्षणदीप्ति क्षीणक
क्षणदीप्ति निर्देशांक
क्षणदीप्ति पोटोग्राफी
क्षणदीप्ति प्रभाव
क्षणदीप्ति फ्लैश
क्षणदीप्ति वर्ण
क्षणदीप्ति स्पेक्ट्रम
क्षणदीप्ति स्पेक्ट्रम वीक्षण
क्षणदीप्ति स्पेक्ट्रमिकी
क्षणन
"क्षणभंगुर  वस्तु"
क्षणभंगुर
क्षणभंगुर वस्तु
"क्षणभंगुर, क्षणिक, शीघ्र लुप्त होनेवाला"
क्षणभंगुरता
क्षणमात्र के लिये प्रकाश डालना
क्षणरामी (मिन्)
क्षणसाक्ष्य परीक्षण
क्षणस्थायी
क्षणस्थायी क्षीणता
क्षणस्थायी क्षीणन
क्षणस्थायी युगल
क्षणस्थायी रंग
क्षणस्थायी विक्षोभ
क्षणिक
क्षणिक अंघता
क्षणिक अतिलंघन
क्षणिक अंधता
क्षणिक अनुक्रिया
क्षणिक अपूर्णता
क्षणिक अवसर
क्षणिक अवस्था
क्षणिक अस्तित्व
क्षणिक उत्सर्जन
क्षणिक उन्माद
क्षणिक ऊर्ध्वस्थितिज अल्परक्तदाब
क्षणिक ऊष्मांतरण
क्षणिक कंपन
क्षणिक कम्पन
क्षणिक कोडन
क्षणिक क्षेत्र
क्षणिक टार्गेट
क्षणिक ताप
क्षणिक त्रुटि
क्षणिक धारा
क्षणिक धारा अनुपात
क्षणिक नेमका
क्षणिक पक्ष
क्षणिक परिघटना
क्षणिक पास्तुरीकरण
क्षणिक प्रतिधारा
क्षणिक प्रभाव
क्षणिक प्रेरक तंत्रिकाणु
क्षणिक मंदक
क्षणिक मात्रा
क्षणिक माध्यम
क्षणिक यौगिक
क्षणिक लक्ष्य
क्षणिक वस्तु
क्षणिक वाद
क्षणिक वाहक
क्षणिक विराम
क्षणिक विरूपण
क्षणिक विसर्पण
क्षणिक संतुलन
क्षणिक सफलता
क्षणिक समस्या
क्षणिक साम्य
क्षणिक स्थायित्व
क्षणिक स्पंद
क्षणिक स्विच
क्षणिक स्विचन
"क्षणिक, अल्पकालिक, क्षणभंगुर"
"क्षणिक, क्षणभंगुर"
क्षणिकता
क्षणिकप्रभाव
क्षणिका
क्षणिका विलंब तालकन पाश
क्षणिकाएँ
क्षणिनी
क्षणी (णिन्)
क्षत
क्षत – चिह्न
क्षत – विक्षत करना
क्षत का चिह्न
क्षत का निशान
क्षत चिहन
क्षत चिह्न
क्षत चिह्नी रोमकूपशोथ
क्षत चूनाश्म
क्षत प्रवेश
क्षत योनि
क्षत रोहण
क्षत रोहिणी
"क्षत विक्षत  करना"
क्षत विक्षत
क्षत विक्षत करना
क्षत विक्षत होना
क्षत विक्षतना
क्षत विदरण
क्षत विरोहण
क्षत वृत्ति
क्षत व्रण
क्षत व्रत
क्षत शोधन
क्षत संकोणश्म
क्षतक
क्षतघ्न
क्षतघ्नी
क्षतचिह्न
क्षतचिह्न सीवन
क्षतचिह्नी
क्षतज
क्षतज गोंद
क्षतरोही
क्षतरोही गुणधर्म
क्षतविक्षत करना
क्षतविभव
क्षतशोधन
क्षतहर
क्षतहीन
क्षता
क्षंता (तृ)
क्षतांक
क्षतांक उच्‍छेदन
क्षतांक खालित्य
क्षतांकज
क्षतांकज कठोरता
क्षतांकज निकोचन
क्षतांकजनक
क्षतांकन
क्षतांगजीवी
क्षतारि
क्षतार्बुद
क्षताशौच
"क्षति  पहुँचाना"
"क्षति  पहुँच्ना"
"क्षति  पहुँजाना"
क्षति
क्षति अपूर्त अवस्था
क्षति अपूर्ति
क्षति अपूर्ति आघात
क्षति करना
क्षति करनेवाला
क्षति क्षेत्र
क्षति ग्रस्त
क्षति चिह्न
क्षति चिह्य
क्षति जोखिम कसौटी
क्षति त्रिज्या
क्षति दर
क्षति देहली
क्षति धनता
क्षति नियंट्रण
क्षति नियंत्र
क्षति नियंत्रण
क्षति पहुंचना
क्षति पहुँचाना
क्षति पहुँच्ना
क्षति पहुँजाना
क्षति पहूँचाने वाला
क्षति पूरक करनेवाला
क्षति पूरक रूधिरप्रवाह
क्षति पूर्ति
क्षति पूर्ति करना
क्षति पूर्तिकारी
क्षति मूल्य
क्षति या नुकसान
क्षति वर्ष
क्षति विभव
क्षति विवरण
क्षति समायोजक
क्षति सह्यता
क्षति सिद्धांत
क्षति से बचाना
क्षति से सुरक्षा
क्षतिकरण
"क्षतिग्रस्त  होना"
क्षतिग्रस्त
क्षतिग्रस्त दर्शा प्रवणतामापी
क्षतिग्रस्त मुक्त संपत्ति के लिए आय
क्षतिग्रस्त सामग्री
क्षतिग्रस्त होना
क्षतिग्रस्तता
क्षतिज अनुक्रिया
क्षतिज अनुवर्तन
क्षतिज ऊतक
क्षतिज चक्रण
क्षतिज त्वक् मक्षिकता
क्षतिपरक
क्षतिपुर्ति
क्षतिपुर्ति गभीरता
क्षतिपुर्ती नियुक्ति
क्षतिपूरक
क्षतिपूरक अतिवृद्‍धि
क्षतिपूरक जलशीर्ष
क्षतिपूरक जीन
क्षतिपूरक परिसंचरण
क्षतिपूरक परिसीमन
क्षतिपूरक पार्श्वकुब्जता
क्षतिपूरक प्रतिकारी
क्षतिपूरक प्रतिवेदन
क्षतिपूरक वातस्फीति
क्षतिपूरक विराम
क्षतिपूरक वृक्क
क्षतिपूरक हृद्क्षिप्रता
क्षतिपूरण
क्षतिपूरण विस्फार
क्षतिपूरित
क्षतिपूरित स्तब्धता
क्षतिपूर्ण
क्षतिपूर्त अवस्था
"क्षतिपूर्ति  करना"
क्षतिपूर्ति
क्षतिपूर्ति करना
क्षतिपूर्ति करने वाला
क्षतिपूर्ति के रूप में या की दृष्टि से
क्षतिपूर्ति गभीरता
क्षतिपूर्ति पाने वाला
क्षतिपूर्ति पेंशन
क्षतिपूर्ति प्रतिकार
क्षतिपूर्ति बंधपत्र
क्षतिपूर्ति बिल
क्षतिपूर्ति बॉन्ड
क्षतिपूर्ति महाधमनी संकीर्णता
